"Age","spBrand","spAge","spWBUseFreq","spSEUseFreq","spComfInstallBrowser","spComfDefaultBrowserChange","spComfDefaultSearchChange","Sex","GUID","spComfInstallBrowser_recode","spComfDefaultBrowserChange_recode","spComfDefaultSearchChange_recode","Ethnicity","Education","Income","spComfort"
34,16,2,1,2,4,3,5,1,"71d06a86-bb27-a53f-0f04-5dfbc0ef5761",3,2,4,"White","University/Higher Education","$25,000 - $49,999",3
18,NA,NA,NA,NA,NA,NA,NA,2,"729df67a-5fb7-c6c7-59f8-c1b6bbdcbb95",NA,NA,NA,"White","University/Higher Education","",NA
41,1,1,1,1,5,4,5,2,"72aa3d82-2a5c-f812-ac03-0a81ee9a0b65",4,3,4,"White","University/Higher Education","$200,000 or more",3.66666666666667
38,1,7,1,1,5,4,4,1,"72eed7ca-f2b6-da87-3648-e0c5abb97622",4,3,3,"White","High School/Tertiary/Tech. College","$0 - $14,999",3.33333333333333
66,NA,NA,NA,NA,NA,NA,NA,1,"7324d445-4ec7-40ea-aac7-e30f50505385",NA,NA,NA,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
41,16,3,4,2,4,4,4,1,"73454f29-9983-7136-81ab-786e18f89ec1",3,3,3,"White","University/Higher Education","",3
40,4,4,1,1,4,5,4,2,"736867b0-d15b-49cd-df32-50437e91425b",3,4,3,"White","University/Higher Education","$150,000 - $199,999",3.33333333333333
70,1,6,2,3,4,4,4,1,"73817b5b-cda5-7ebc-0bd9-4caa60d398b3",3,3,3,"White","University/Higher Education","$50,000 - $79,999",3
36,16,2,2,2,5,5,5,2,"73fc62f7-16b5-5223-3875-55d74bc5f11f",4,4,4,"White","University/Higher Education","",4
42,6,2,1,4,4,4,4,2,"746381a1-1cdd-bedb-7920-b64840a69a4a",3,3,3,"Black or African American","Postgraduate Education","$50,000 - $79,999",3
34,21,1,3,3,4,4,4,2,"74a1db72-3102-01c3-f1f3-ec8aad274298",3,3,3,"White","High School/Tertiary/Tech. College","$0 - $14,999",3
32,16,1,1,1,3,4,5,1,"74c3e2f1-8dbd-7d98-4d73-d5e8d120d01a",2,3,4,"Other","University/Higher Education","$15,000 - $24,999",3
57,1,2,2,2,3,4,4,1,"75296ee0-910e-65f3-f162-5902ea09550b",2,3,3,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",2.66666666666667
18,2,5,4,2,1,4,3,1,"754ede25-8f74-ef57-8aa7-e9654b5e6ecf",0,3,2,"White","High School/Tertiary/Tech. College","",1.66666666666667
55,1,1,1,1,5,5,5,2,"755fcd35-72ee-2fd2-9bb7-fa74d6f7aadd",4,4,4,"White","University/Higher Education","",4
33,3,1,1,1,2,2,2,1,"757d0df0-2bc1-130f-b872-3a5666db2d18",1,1,1,"Hispanic or Latino","High School/Tertiary/Tech. College","$0 - $14,999",1
39,NA,NA,NA,NA,2,2,2,2,"75a8cc78-eda0-1d09-6cfa-fb83e86d0496",1,1,1,"I prefer not to answer","High School/Tertiary/Tech. College","Prefer not to say",1
39,16,4,1,2,4,5,5,2,"76435c9a-168d-c3f1-cd18-6b68611c4572",3,4,4,"White","University/Higher Education","$150,000 - $199,999",3.66666666666667
70,21,4,2,2,2,2,2,2,"76652241-01b5-153b-bcc3-154e8640e2a9",1,1,1,"White","High School/Tertiary/Tech. College","",1
36,16,2,1,1,4,4,4,1,"76993787-c9c7-2ad8-4105-00b29dd6326f",3,3,3,"Black or African American","High School/Tertiary/Tech. College","",3
55,21,2,1,1,4,4,4,1,"769fa572-87e3-841e-5bf0-92b4d6820787",3,3,3,"Black or African American","University/Higher Education","",3
45,11,1,2,2,3,4,4,2,"76e9e3c3-e237-397e-2d41-d4c247e1072a",2,3,3,"Black or African American","University/Higher Education","",2.66666666666667
39,1,1,2,2,1,5,5,1,"77077f18-653a-568a-db9a-482ccf5099ff",0,4,4,"White","University/Higher Education","$150,000 - $199,999",2.66666666666667
72,16,1,4,5,4,4,4,2,"778ebaf6-9ee1-cdf8-5074-8da50f64641b",3,3,3,"White","University/Higher Education","$80,000 - $99,999",3
21,NA,NA,NA,NA,5,1,1,2,"7792f6b7-f9eb-6f49-5635-c1b9fd711c50",4,0,0,"American Indian or Alaska Native","University/Higher Education","",1.33333333333333
45,3,2,2,4,4,3,4,2,"77c00f62-5cad-3cf9-10e0-38eb6085d78e",3,2,3,"White","High School/Tertiary/Tech. College","$50,000 - $79,999",2.66666666666667
56,16,1,1,1,5,5,5,1,"77ef87e8-12dd-dd51-676a-b0c4b67a0605",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
51,1,3,1,1,3,3,2,1,"780fabb8-7194-3ce4-cb3a-9c245031b65f",2,2,1,"White","High School/Tertiary/Tech. College","",1.66666666666667
52,1,1,1,1,1,1,1,1,"7819c413-12e0-2566-dd91-f3327d82f6ff",0,0,0,"White","High School/Tertiary/Tech. College","",0
28,11,1,1,2,5,5,5,1,"784d2ba5-5789-164e-8927-1c66cfb7d042",4,4,4,"White","University/Higher Education","",4
47,NA,NA,NA,NA,5,5,5,2,"785277b4-20ff-2e19-8a36-4079a93dd874",4,4,4,"White","High School/Tertiary/Tech. College","",4
59,1,5,3,3,4,4,4,1,"78644660-4e57-32e1-bae2-714f75e0a491",3,3,3,"White","University/Higher Education","$15,000 - $24,999",3
57,1,1,1,2,3,3,3,1,"78a1f49c-bd95-085a-651e-c38a32653a7b",2,2,2,"Hispanic or Latino","University/Higher Education","",2
48,16,3,1,1,3,5,5,2,"78bdb015-bec9-4706-6297-879647c145f8",2,4,4,"White","University/Higher Education","$50,000 - $79,999",3.33333333333333
70,13,2,1,2,5,5,5,2,"78e186b0-7191-69e6-2532-b1ca5a9cf158",4,4,4,"American Indian or Alaska Native","Postgraduate Education","",4
21,4,3,2,2,4,3,4,2,"793435c2-6994-6927-bc40-021f0c443d2a",3,2,3,"Black or African American","High School/Tertiary/Tech. College","$80,000 - $99,999",2.66666666666667
48,16,2,1,1,3,3,3,1,"79430e1a-b3c7-1303-8798-396850d974de",2,2,2,"White","University/Higher Education","",2
30,10,2,3,3,3,4,3,1,"794c7ef1-e8ae-81df-4a70-4967239dc10d",2,3,2,"American Indian or Alaska Native","University/Higher Education","$80,000 - $99,999",2.33333333333333
55,1,5,1,1,5,5,5,2,"796d9d23-7218-b47c-a8a1-aa4652f2f7ca",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
34,4,1,1,2,4,4,4,1,"796f42f8-d6eb-7c02-ab7a-75446dc91707",3,3,3,"White","University/Higher Education","",3
50,11,2,1,2,2,2,2,1,"7982ac7b-9961-9ee3-46f9-9ba9910c1c93",1,1,1,"White","High School/Tertiary/Tech. College","",1
38,16,2,1,2,4,5,5,2,"79d116df-3934-4257-595d-21fa79e02d36",3,4,4,"White","University/Higher Education","$100,000 - $149,999",3.66666666666667
70,NA,NA,NA,NA,2,2,2,2,"79e691c9-d8bf-6af2-224b-a6cdced81c24",1,1,1,"White","High School/Tertiary/Tech. College;High School/Tertiary/Tech. College","$50,000 - $79,999",1
45,8,1,1,1,5,5,5,2,"7a46d3a1-997f-551a-5c20-e46dbdcc5e4a",4,4,4,"White","University/Higher Education","",4
75,21,1,3,3,2,1,1,2,"7a4b74ca-da19-b648-4d4b-436074e71910",1,0,0,"White","University/Higher Education","$100,000 - $149,999",0.333333333333333
48,1,1,1,1,5,5,5,1,"7a6e2e05-78a9-7bfc-e487-1945fb7f2ef0",4,4,4,"Asian","Postgraduate Education","$25,000 - $49,999",4
40,7,3,3,1,4,4,4,2,"7ac8a74e-ad16-8d8e-10cc-90e336d349a6",3,3,3,"White","University/Higher Education","$50,000 - $79,999",3
43,NA,NA,NA,NA,3,2,3,2,"7ace95cd-3d95-8ad4-0b4f-a2e5eb86f827",2,1,2,"Black or African American","University/Higher Education","",1.66666666666667
56,11,1,1,2,3,4,4,2,"7b7039d6-74ea-d087-a954-0e5b86e9963f",2,3,3,"White","High School/Tertiary/Tech. College","Prefer not to say",2.66666666666667
33,NA,NA,NA,NA,3,3,3,1,"7b7ade86-9f1b-ecee-a204-e95189757a41",2,2,2,"Native Hawaiian or Pacific Islander","University/Higher Education","$25,000 - $49,999",2
45,16,2,1,1,4,4,2,2,"7bfcf049-a1d6-f98b-38cb-c7d735dcb9a1",3,3,1,"White","High School/Tertiary/Tech. College","",2.33333333333333
86,4,2,1,1,3,3,3,2,"7c04229d-91aa-0d5f-c01f-152f30791975",2,2,2,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",2
18,10,3,4,4,3,4,5,1,"7c0cbf76-96c6-2103-82f4-8827f964cb98",2,3,4,"White","University/Higher Education","",3
40,NA,NA,NA,NA,3,2,3,1,"7c2bf4e7-df37-ae96-a365-c300fd61cc34",2,1,2,"White","University/Higher Education","",1.66666666666667
61,1,2,1,3,5,5,5,1,"7c3283a2-9ab5-aa0c-eb20-b4198e7f7150",4,4,4,"White","University/Higher Education","",4
54,12,1,1,1,5,5,5,2,"7c47fe89-a469-153a-9e0b-c96cc3615e61",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
49,1,3,1,1,5,5,5,1,"7c704629-9e2a-8a9a-b4ab-715b83e379c5",4,4,4,"Asian","Postgraduate Education","$200,000 or more",4
68,16,6,2,2,4,4,4,1,"7c8a71b4-b019-59ec-4e36-46a1584d7468",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
30,20,5,6,5,4,5,3,1,"7c8e8a7c-b5aa-bebd-4afe-bda531837197",3,4,2,"Black or African American","Secondary School","",3
36,16,1,1,1,1,2,3,1,"7cc0aa69-0aba-fad8-48eb-9deb8117528e",0,1,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
21,14,1,1,1,1,1,2,2,"7cffb025-88ef-0653-23a7-87d47c2a75e2",0,0,1,"Black or African American","High School/Tertiary/Tech. College","",0.333333333333333
43,16,1,1,2,4,4,5,1,"7d3ea828-c244-3383-b0aa-9f159ac0d3c0",3,3,4,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3.33333333333333
67,16,2,3,4,4,4,4,1,"7d7815e6-ddfb-67ab-a164-2253a0953f0a",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
23,NA,NA,NA,NA,3,3,3,2,"7d94ec3c-6b70-e277-50be-dbbfba9aafcc",2,2,2,"Asian","High School/Tertiary/Tech. College","",2
70,11,3,1,2,3,3,3,1,"7d9dca57-40e1-f4e2-59d5-fdb6b8dc58bb",2,2,2,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",2
50,NA,NA,NA,NA,5,5,5,2,"7dd29816-7716-4646-0d94-aff99f4c97ff",4,4,4,"American Indian or Alaska Native","University/Higher Education","$80,000 - $99,999",4
74,11,2,2,2,4,4,4,2,"7deed494-1054-d131-6416-e3c5ac520179",3,3,3,"White","University/Higher Education","$15,000 - $24,999",3
59,4,3,1,1,5,5,5,2,"7e06c6d4-b791-a8ef-df56-f12d391b723d",4,4,4,"White","University/Higher Education","",4
41,4,3,1,6,3,1,1,1,"7e1329a4-76fc-70f3-cb26-1e385da79376",2,0,0,"White","High School/Tertiary/Tech. College","",0.666666666666667
25,1,4,1,1,2,3,3,1,"7e59e83a-5dc0-45f2-9db8-df723a6ebad7",1,2,2,"White","High School/Tertiary/Tech. College","$80,000 - $99,999",1.66666666666667
53,NA,NA,NA,NA,NA,NA,NA,2,"7e9c4f12-1930-f19d-5890-78b7cd8df0f8",NA,NA,NA,"White","High School/Tertiary/Tech. College","",NA
67,21,2,4,3,1,2,4,2,"7ecc9f3f-af92-c835-44bd-a8e77a5287d3",0,1,3,"White","University/Higher Education","$25,000 - $49,999",1.33333333333333
61,1,3,2,2,3,3,3,2,"7ee38628-135c-7019-27aa-b1c80757d4c0",2,2,2,"White","University/Higher Education","$50,000 - $79,999",2
25,4,2,6,4,2,1,5,1,"7f33e444-51a0-cd20-f7c6-d31889c5b5bb",1,0,4,"White","Postgraduate Education","",1.66666666666667
43,7,2,1,1,1,1,1,1,"7f548057-4cab-ba03-90d5-b77f9f8dccbc",0,0,0,"White","University/Higher Education","",0
40,21,1,1,3,4,4,4,2,"7f62a84f-f867-1ddd-a6cd-9f4961817fa6",3,3,3,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3
60,1,2,4,4,1,1,1,1,"8019d1f6-71f1-ce6d-c374-e63217e1971f",0,0,0,"White","University/Higher Education;University/Higher Education","$80,000 - $99,999",0
68,1,1,1,1,4,4,4,1,"8055b2cf-498f-277e-db4d-857e59291827",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
55,NA,NA,NA,NA,5,5,5,2,"80d9cc5e-17c3-9b14-51dc-fbf2560647b6",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
22,1,4,NA,NA,5,5,5,2,"80e8ba25-e277-e8d6-60a7-8dc39f39b9cd",4,4,4,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",4
50,1,1,1,1,4,4,4,1,"81084c47-b5dc-713b-d2c5-7b238d2d73af",3,3,3,"White","University/Higher Education","$50,000 - $79,999",3
77,NA,NA,NA,NA,NA,NA,NA,2,"8157f2b4-500f-d397-8b36-c57c2e5cad59",NA,NA,NA,"Black or African American","High School/Tertiary/Tech. College","$50,000 - $79,999",NA
36,1,6,3,3,5,5,5,2,"81883e88-7080-392d-020a-09a350b46561",4,4,4,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",4
60,4,3,1,2,5,5,5,2,"819b64b6-83f6-76d7-4334-53b06818075c",4,4,4,"Hispanic or Latino","University/Higher Education","$25,000 - $49,999",4
59,NA,NA,NA,NA,3,3,3,2,"81b0aa54-e400-826a-68d6-9d9bf1d0e0b9",2,2,2,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",2
38,18,1,1,3,4,1,5,1,"81be39b2-b64f-dbcc-7a30-0e950d51565e",3,0,4,"White","Secondary School","",2.33333333333333
74,1,2,2,3,5,5,5,2,"823749fb-3143-5ad9-f379-7e1cae4bd516",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
42,3,3,6,6,4,4,4,1,"826e4e72-0c16-db12-aaf0-79456effeb85",3,3,3,"White","University/Higher Education","",3
63,4,1,1,1,1,1,1,2,"826e6ed8-0b54-4761-b75a-59454b86ee3f",0,0,0,"Black or African American","University/Higher Education","$15,000 - $24,999",0
54,7,1,3,4,2,3,3,1,"82990274-9548-7625-47f6-35b25bec7793",1,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1.66666666666667
31,16,1,2,3,3,4,4,2,"829ed9ae-c523-1034-5a2c-eeb5a4d1c058",2,3,3,"White","University/Higher Education","",2.66666666666667
67,16,2,2,3,1,3,2,1,"829fe604-5fcc-e2b4-4786-d1b45af9bbe9",0,2,1,"White","Primary School","$15,000 - $24,999",1
25,16,2,2,2,4,4,3,1,"832ebdf4-ae60-54f7-ea76-8a058c6a491c",3,3,2,"White","University/Higher Education","$100,000 - $149,999",2.66666666666667
19,1,1,1,1,1,1,1,1,"83397093-4835-53ec-e111-471208688c74",0,0,0,"White","High School/Tertiary/Tech. College","",0
45,1,3,2,2,3,3,4,1,"835ca7b6-417e-d0c1-8234-907778f7c35e",2,2,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2.33333333333333
19,13,3,1,1,5,5,5,1,"83ba3497-63e5-31b8-6215-0391e0836679",4,4,4,"White","High School/Tertiary/Tech. College","",4
25,1,4,1,1,5,5,5,1,"84058bc1-97e7-14a1-8b43-bc2eae7fda29",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
70,NA,NA,NA,NA,4,3,3,2,"840b495a-0496-d616-85d8-7e20580b57b6",3,2,2,"White","University/Higher Education","$0 - $14,999",2.33333333333333
61,1,3,3,2,1,1,1,1,"84343168-dcf3-0cb3-eeea-061fe38e3980",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
52,11,1,1,1,3,3,3,1,"843ec82d-3e52-f078-e6af-ff156592dac0",2,2,2,"White","University/Higher Education","$25,000 - $49,999",2
71,11,4,3,3,5,5,5,2,"846ad47b-e067-8501-e2f9-e341848cb893",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
30,NA,NA,NA,NA,3,3,3,1,"84af1bf5-6ff8-4d76-2777-2c840bad4418",2,2,2,"Asian","High School/Tertiary/Tech. College","$0 - $14,999",2
21,NA,NA,NA,NA,1,1,3,2,"8500037d-6119-18ac-c4ff-342bd8fe819a",0,0,2,"Black or African American","University/Higher Education","$15,000 - $24,999",0.666666666666667
68,1,3,2,3,4,4,4,1,"851621c8-987b-d082-d24a-163db1717c25",3,3,3,"White","High School/Tertiary/Tech. College","$80,000 - $99,999",3
65,16,1,2,2,4,4,4,2,"85715542-b928-0666-f9c0-625ae345eda9",3,3,3,"White","University/Higher Education","$80,000 - $99,999",3
19,4,1,4,6,3,4,4,1,"85920637-efb4-2a89-56b5-31b94f7937d0",2,3,3,"I prefer not to answer","High School/Tertiary/Tech. College","",2.66666666666667
34,14,2,1,2,5,5,5,1,"8597b9ba-072c-d41d-903b-8ebcaea2c657",4,4,4,"Hispanic or Latino","High School/Tertiary/Tech. College","$50,000 - $79,999",4
30,1,3,1,1,5,5,5,1,"85a45bd7-8570-0bed-2c55-6c8ff3bb113e",4,4,4,"Hispanic or Latino","University/Higher Education","$50,000 - $79,999",4
50,16,1,2,2,4,4,4,2,"860f5a69-1d23-8bae-cbeb-6d24cdc89a81",3,3,3,"White","University/Higher Education","",3
67,NA,NA,NA,NA,NA,NA,NA,1,"862c0a02-4fc2-0fc7-f480-3d07cfbbb6e5",NA,NA,NA,"Black or African American","University/Higher Education","$50,000 - $79,999",NA
26,1,3,2,2,4,4,2,1,"863f000a-8d34-5cdf-b788-3714bfec05e3",3,3,1,"White","University/Higher Education","$100,000 - $149,999",2.33333333333333
61,16,4,3,3,5,5,5,1,"86890bb0-6601-57ac-0132-3ca22add765d",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
61,11,1,1,1,5,5,5,2,"86937982-63c1-e08a-1d00-4eb802646a6f",4,4,4,"White","University/Higher Education","$15,000 - $24,999",4
53,11,6,3,1,2,2,2,2,"869586b9-c42d-f96d-4b3b-b1bee0d13e50",1,1,1,"Hispanic or Latino","High School/Tertiary/Tech. College","$50,000 - $79,999",1
38,16,5,2,4,2,3,3,2,"869bf901-ef2e-cd14-5f83-ceb0f35a28c6",1,2,2,"White","University/Higher Education","",1.66666666666667
53,16,3,1,1,3,2,2,1,"86acd6f2-39cc-fc6e-7470-e187161bbd20",2,1,1,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",1.33333333333333
33,16,2,1,1,3,3,3,2,"86bbb892-fa48-e181-3310-8f90191daf40",2,2,2,"Asian","University/Higher Education","",2
81,NA,NA,NA,NA,NA,NA,NA,2,"872af1e8-d1bd-51b5-ee6a-c6016a611400",NA,NA,NA,"White","Secondary School","",NA
52,NA,NA,NA,NA,2,3,3,2,"876fa5b7-6d89-00a7-b035-92441bd89050",1,2,2,"White","High School/Tertiary/Tech. College","$0 - $14,999",1.66666666666667
19,1,1,4,5,5,5,5,1,"878627a2-3311-1054-4220-10ad9f25fb4a",4,4,4,"White","High School/Tertiary/Tech. College","",4
24,1,3,1,1,5,5,5,1,"87de0235-941c-0733-54b7-35f505e9c2de",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
19,NA,NA,NA,NA,NA,NA,NA,2,"87edc14c-f35b-1447-29ce-f6c6f07e74ab",NA,NA,NA,"American Indian or Alaska Native","High School/Tertiary/Tech. College","",NA
49,1,1,1,1,2,2,2,2,"8843736f-8c1a-e8f4-cded-44683f9edf88",1,1,1,"White","University/Higher Education","$150,000 - $199,999",1
34,4,1,1,1,4,4,4,1,"8879f12a-a296-69cd-a2a8-c652eb0eaac2",3,3,3,"Black or African American","High School/Tertiary/Tech. College","",3
62,NA,NA,NA,NA,NA,NA,NA,2,"8883281c-398e-703d-0b9e-1fa8e556a1f4",NA,NA,NA,"Hispanic or Latino","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
52,21,1,1,1,3,3,3,1,"889499c8-2c45-bfa3-504a-aebfaf16eb20",2,2,2,"White","University/Higher Education","",2
52,9,1,1,1,1,5,5,2,"88cff5a1-8367-c3bf-1523-c2e420ad6549",0,4,4,"White","University/Higher Education","",2.66666666666667
19,NA,NA,NA,NA,1,1,1,1,"88fe6b88-0288-3e3e-760a-5cd55ade1161",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
54,1,2,3,3,3,3,3,1,"890904f3-c152-9753-cd71-332239c22606",2,2,2,"White","University/Higher Education","",2
71,NA,NA,NA,NA,NA,NA,NA,2,"891a2efb-f386-b0b2-9479-19315004e82e",NA,NA,NA,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
28,NA,NA,NA,NA,NA,NA,NA,1,"891d06f1-05c4-9f4c-9373-313640565c24",NA,NA,NA,"White","High School/Tertiary/Tech. College","",NA
56,21,3,3,1,1,2,1,1,"893397e9-edbf-0921-bd6b-a018cd3cb00e",0,1,0,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",0.333333333333333
72,11,3,4,4,2,2,2,2,"896e8ea0-807f-8a18-e422-b9454358914d",1,1,1,"White","University/Higher Education","$80,000 - $99,999",1
19,16,1,1,1,5,5,5,2,"897ab929-e55c-8bb5-beab-8e51a17260c1",4,4,4,"Black or African American","High School/Tertiary/Tech. College","",4
66,7,2,1,1,3,3,3,1,"89929e12-6aca-7df7-5690-a9b9bcd5aafb",2,2,2,"Black or African American","High School/Tertiary/Tech. College","$15,000 - $24,999",2
42,1,5,1,2,4,4,4,1,"89c6ef31-836a-f309-02b3-d8edcd726ac5",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
20,1,2,1,1,3,4,3,1,"89f24143-8b64-4a2f-2ac1-76d995614fa4",2,3,2,"White","University/Higher Education","$200,000 or more",2.33333333333333
28,NA,NA,NA,NA,4,3,5,2,"8a13b9b5-0a42-b3c9-9937-8e3804745d5f",3,2,4,"Asian","University/Higher Education","$25,000 - $49,999",3
44,16,2,1,1,5,5,5,1,"8a5a749a-5e97-ce67-9e18-43718326b972",4,4,4,"Native Hawaiian or Pacific Islander","High School/Tertiary/Tech. College","",4
48,NA,NA,NA,NA,NA,NA,NA,1,"8ac2b860-2b22-23e5-4ce2-8fe93f42308d",NA,NA,NA,"White","University/Higher Education","$80,000 - $99,999",NA
46,7,1,1,1,5,4,4,1,"8b4a37d8-bb8b-663e-c25a-00612f69af35",4,3,3,"White","University/Higher Education","$0 - $14,999",3.33333333333333
42,22,1,1,1,3,3,3,1,"8b83fb36-c2b4-07a0-47b4-cca8938822d1",2,2,2,"White","High School/Tertiary/Tech. College","",2
71,16,1,6,4,3,3,3,1,"8c2df6f4-1508-a787-a576-c10673698e19",2,2,2,"Black or African American","High School/Tertiary/Tech. College","$0 - $14,999",2
78,1,3,3,3,2,4,2,1,"8c42723c-0776-866c-9dbe-45695046e4d1",1,3,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1.66666666666667
19,1,1,1,1,5,5,5,1,"8c4a0f57-0bbf-22fd-8ed5-38617471ebb0",4,4,4,"White","High School/Tertiary/Tech. College","",4
20,NA,NA,NA,NA,NA,NA,NA,1,"8cb3ac02-c800-857c-7780-9b980ed50cd2",NA,NA,NA,"Black or African American","High School/Tertiary/Tech. College","",NA
28,12,1,1,1,5,5,3,1,"8ccc269c-33e5-7615-441e-11e789ae2246",4,4,2,"White","High School/Tertiary/Tech. College","$0 - $14,999",3.33333333333333
37,16,2,2,2,1,1,1,1,"8ce96c14-0852-3fc2-6196-5bc2aebd1cf3",0,0,0,"Hispanic or Latino","University/Higher Education","$0 - $14,999",0
63,NA,NA,NA,NA,2,2,1,1,"8cf9a5d4-7b35-f1cc-7156-92d2e89cd324",1,1,0,"White","University/Higher Education","$50,000 - $79,999",0.666666666666667
47,NA,NA,NA,NA,NA,NA,NA,1,"8d0b30c1-162f-9754-cf43-0720747b8e29",NA,NA,NA,"Hispanic or Latino","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
56,1,2,1,1,1,1,1,1,"8d124639-41e3-7cf5-c8bb-7139cdd546d3",0,0,0,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",0
30,16,2,1,1,4,4,4,1,"8d5103d4-f2a6-19c5-9456-347a90b31439",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
21,1,1,1,1,4,1,1,1,"8d547984-e245-e24b-da06-4e7fb6e16f6c",3,0,0,"White","None completed","$25,000 - $49,999",1
45,16,2,1,1,3,3,3,1,"8dffc0af-22f6-2496-252d-f7d4c4f32443",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
66,2,6,2,4,1,1,1,1,"8e1906d7-6eca-e714-c655-3132c1d8923e",0,0,0,"White","University/Higher Education","$80,000 - $99,999",0
50,1,3,2,2,4,5,4,1,"8e4814a1-eec0-fb85-8c23-2363d8c80949",3,4,3,"White","Postgraduate Education","",3.33333333333333
48,16,1,1,3,4,4,4,2,"8e4e7b92-4a8e-ecf5-8a10-4c65251fad78",3,3,3,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3
52,16,1,1,3,3,3,3,1,"8e85c272-1691-3923-41f0-f5ae53a0929a",2,2,2,"White","University/Higher Education","",2
23,16,2,2,3,1,2,1,1,"8e90c030-51ad-9c01-48b2-f7bb37f5b5d8",0,1,0,"","High School/Tertiary/Tech. College","",0.333333333333333
65,1,6,2,3,4,4,4,2,"8ec7198f-0140-d09d-030d-2eecf272e566",3,3,3,"White","University/Higher Education","",3
22,NA,NA,NA,NA,NA,NA,NA,2,"8ed581be-e1b9-9154-113c-b6fee8942954",NA,NA,NA,"White","University/Higher Education","",NA
26,NA,NA,NA,NA,3,3,3,1,"8f03396c-88af-526b-daee-0e288c286185",2,2,2,"White","Postgraduate Education","",2
26,NA,NA,NA,NA,3,2,5,2,"8f1b17d1-9dfd-1e7c-df53-203072cf7a3d",2,1,4,"Black or African American","Postgraduate Education","",2.33333333333333
48,16,3,3,3,1,3,5,2,"8fb5b933-1737-68ab-71b1-8e9eab76f0db",0,2,4,"American Indian or Alaska Native","Secondary School","",2
35,11,1,1,2,2,3,3,1,"8ffef879-de79-a9f6-76fb-cfd50cb34a9e",1,2,2,"Asian","University/Higher Education","$80,000 - $99,999",1.66666666666667
37,16,4,2,3,4,4,4,1,"902ef33d-b7ab-ec8a-eabf-c4054bcb37d7",3,3,3,"White","Postgraduate Education","",3
47,1,2,1,1,4,4,4,1,"903b44e9-46fa-6a33-fe6b-7310f4319f0e",3,3,3,"White","University/Higher Education;University/Higher Education","$25,000 - $49,999",3
66,NA,NA,NA,NA,4,4,4,1,"9054d3fa-b97b-8062-dc78-e47f38b7ad17",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
27,16,3,1,5,3,3,3,1,"907d9012-5ed0-c079-f590-a756379cf6f5",2,2,2,"Hispanic or Latino","University/Higher Education","$25,000 - $49,999",2
36,1,3,1,2,2,2,4,1,"908ec1b7-3245-96b4-0635-f6a51f96a65f",1,1,3,"White","University/Higher Education","$80,000 - $99,999",1.66666666666667
30,4,3,5,3,2,4,5,1,"90ab22a4-868a-f31c-6f26-1580a4c05f4f",1,3,4,"White","University/Higher Education","$50,000 - $79,999",2.66666666666667
33,NA,NA,NA,NA,3,3,3,1,"9102a28d-e7fd-e9b9-dc0f-9529e9550579",2,2,2,"White","High School/Tertiary/Tech. College","",2
49,1,2,4,4,5,5,5,2,"91117c0a-1707-5797-c888-4b3a7c57f4e7",4,4,4,"White","High School/Tertiary/Tech. College","$50,000 - $79,999",4
61,7,1,1,1,4,4,4,2,"91309f38-8a4c-050f-eaba-a81bd2da43d5",3,3,3,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3
