"Age","spBrand","spAge","spWBUseFreq","spSEUseFreq","spComfInstallBrowser","spComfDefaultBrowserChange","spComfDefaultSearchChange","Sex","GUID","spComfInstallBrowser_recode","spComfDefaultBrowserChange_recode","spComfDefaultSearchChange_recode","Ethnicity","Education","Income","spComfort"
39,NA,NA,NA,NA,4,4,4,1,"fcf3dc83-807e-d40c-3701-ebd86f7f4541",3,3,3,"White","Postgraduate Education","",3
47,NA,NA,NA,NA,1,4,2,2,"fd394b07-7d2c-451b-fd85-7c12d12695e8",0,3,1,"White","University/Higher Education","",1.33333333333333
25,4,2,1,1,1,2,2,2,"fde3cd21-ea6d-3dbe-27a3-fac81e000bc8",0,1,1,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",0.666666666666667
76,16,1,1,1,2,3,3,2,"fe2706b0-2191-a723-e332-310c01d3c65d",1,2,2,"Hispanic or Latino","University/Higher Education","$80,000 - $99,999",1.66666666666667
19,11,2,1,1,5,5,5,1,"fe45197d-1bce-37ab-81ff-2e6eca841c95",4,4,4,"White","High School/Tertiary/Tech. College","",4
62,16,1,1,2,3,3,3,1,"fe460c9f-cff6-19dc-821d-3b6d31d32e77",2,2,2,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",2
51,1,3,3,3,4,4,4,1,"fe50fa05-0f2f-a9a1-d887-cd7b48835fed",3,3,3,"I prefer not to answer","High School/Tertiary/Tech. College","$25,000 - $49,999",3
37,NA,NA,NA,NA,5,3,3,1,"fe80056a-885d-9a08-0ee8-32ab50bed186",4,2,2,"","Postgraduate Education","$50,000 - $79,999",2.66666666666667
56,1,4,3,4,4,4,5,2,"fea2c653-e30e-6628-66d1-f18979d202ba",3,3,4,"White","Postgraduate Education","",3.33333333333333
31,4,5,3,4,5,4,4,1,"fea6a10d-7174-3ffb-288f-968d8aee22ea",4,3,3,"White","University/Higher Education","",3.33333333333333
77,16,1,3,4,1,1,1,1,"fee3eaeb-d6fe-225d-2769-ddc806db1e07",0,0,0,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",0
72,NA,NA,NA,NA,3,3,3,1,"fef5766a-9b43-8c5a-31e8-41de82357f86",2,2,2,"White","None completed","$0 - $14,999",2
61,16,1,4,4,4,4,4,1,"ff90f148-94ea-dce8-48ca-c6bbd52570a5",3,3,3,"Hispanic or Latino","High School/Tertiary/Tech. College","$80,000 - $99,999",3
23,NA,NA,NA,NA,2,1,3,1,"ffb53405-8ed0-228e-6d87-039e68c347e2",1,0,2,"Hispanic or Latino","High School/Tertiary/Tech. College","Prefer not to say",1
22,1,3,1,1,5,4,1,2,"ffbced15-bdb1-c1d1-6097-da978bf945f8",4,3,0,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2.33333333333333
61,10,2,NA,NA,3,3,3,2,"fff9dfb1-ed99-01f4-3d33-e8d2ca426a43",2,2,2,"Black or African American","High School/Tertiary/Tech. College","",2
